Date,Corn,Coffee,Cocoa,Live Cattle,Cotton,Soybean,Sugar,Wheat,Market Volatility
20170512,361.75,132.6,2045.0,125.175,82.18,954,15.51,425,10.4
20170511,360.5,131.9,1982.0,123.925,79.18,956,15.63,426,10.6
20170510,365.25,134.3,1984.0,124.2,76.49,961.75,15.84,424,10.21
20170509,358.25,132.8,1990.0,124.975,77.43,965.25,15.44,421.75,9.96
20170508,356.75,134.55,1955.0,127.775,76.78,956.25,15.38,418,9.77
20170505,361.75,133.1,1866.0,128.3,79.76,963,15.31,427.5,10.57
20170504,358,132.7,1839.0,131.3,80.83,965.25,15.37,426,10.46
20170503,366.25,135.0,1780.0,130.05,80.69,965.5,15.77,443,10.68
20170502,364,134.0,1805.0,127.05,80.83,958,15.88,441.5,10.59
20170501,369.25,133.6,1812.0,124.125,80.45,959,16.18,442.75,10.11
20170428,358,131.05,1844.0,138.0,80.23,945.25,16.04,418.5,10.82
20170427,362,127.1,1876.0,135.6,79.32,945.75,15.18,413.5,10.36
20170426,359,128.15,1883.0,132.025,80.69,945.75,15.38,407.75,10.85
20170425,365,129.9,1871.0,129.825,80.71,954.5,16.18,408.75,10.76
20170424,359.25,129.5,1825.0,129.0,80.09,961.25,16.24,402.5,10.84
20170421,357,129.85,1859.0,129.8,78.99,951,16.41,405,14.63
20170420,357.75,131.65,1812.0,129.625,80.07,946.75,16.33,406.25,14.15
20170419,361.75,138.0,1894.0,127.925,77.67,950.25,16.42,419,14.93
20170418,361.75,142.9,1928.0,126.775,76.82,946,16.7,422.5,14.42
20170417,366.5,141.1,1911.0,126.425,77.03,953.25,16.47,421,14.66
20170413,371,138.9,1879.0,125.375,75.62,955.5,16.6,429.75,15.96
20170412,369,138.3,1941.0,124.2,74.73,947.75,16.7,433.25,15.77
20170411,366.5,140.2,1972.0,123.25,75.01,939.25,16.72,433.25,15.07
20170410,367,139.85,1955.0,121.1,75.15,941.75,16.63,428.75,14.05
20170407,359.5,140.05,2006.0,120.05,73.46,942,16.77,424,12.87
20170406,360.75,137.75,2087.0,118.8,74.51,941.5,16.45,423.25,12.39
20170405,364.75,137.3,2111.0,118.275,74.87,944.25,16.1,429.75,12.89
20170404,363,137.75,2110.0,118.225,74.85,937.75,16.16,427,11.79
20170403,367.75,137.85,2107.0,119.425,75.47,938.25,16.54,427.75,12.38
20170331,364.25,139.3,2095.0,119.95,77.33,946,16.76,426.5,12.37
20170330,357.5,139.3,2096.0,120.0,76.23,963,16.81,421,11.54
20170329,358.5,139.3,2086.0,121.35,76.14,969,17.12,425.5,11.42
20170328,357.75,138.85,2129.0,120.775,76.88,972,17.56,424.5,11.53
20170327,355.75,139.2,2150.0,121.075,76.94,971.5,17.7,420.75,12.5
20170324,356.25,137.6,2131.0,122.1,77.47,975.75,17.71,424.75,12.96
20170323,356.75,140.5,2176.0,121.775,77.27,991,17.6,421,13.12
20170322,358.75,141.7,2165.0,122.45,77.34,999.75,17.3,422.25,12.81
20170321,361.25,143.5,2154.0,119.9,76.84,1001.5,17.29,426.5,12.47
20170320,363.5,144.0,2116.0,118.9,77.33,999.5,17.7,430.25,11.34
20170317,367.5,140.8,2013.0,119.325,78.36,1000,18.17,436.25,11.28
20170316,366,139.75,2027.0,119.2,78.17,1001.5,18.25,436,11.21
20170315,363.5,139.2,2048.0,117.7,78.08,998,18.23,436,11.63
20170314,353.75,139.6,2091.0,116.325,77.15,987.25,18.16,412,12.3
20170313,354.5,140.5,2050.0,117.75,76.87,996.25,18.18,412.25,11.35
20170310,358,139.65,1967.0,117.6,77.29,996.25,18.22,422.75,11.66
20170309,359.75,138.75,1931.0,116.5,76.63,1000.25,18.0,426,12.3
20170308,365.25,140.05,1945.0,115.975,76.9,1011,18.4,427.5,11.86
20170307,369.5,139.0,1950.0,115.35,77.28,1014.75,18.4,436,11.45
20170306,372.75,139.65,1968.0,115.55,78.39,1026.75,19.15,438.25,11.24
20170303,374.75,141.25,1989.0,115.975,77.28,1027,19.52,433.75,10.96
20170302,372.75,142.2,1962.0,116.15,75.69,1026.75,19.66,432,11.81
20170301,375.75,142.65,1931.0,117.575,76.85,1041.25,19.48,435.5,12.54
20170228,366.75,140.7,1943.0,126.6,75.33,1025,19.31,424.75,12.92
20170227,360.25,139.1,2016.0,125.375,74.97,1011,19.09,418.75,12.09
20170224,364,144.4,2028.0,123.75,75.42,1013.5,19.8,431.25,11.47
20170223,365.5,147.85,2067.0,123.075,75.02,1011.5,20.16,438,11.71
20170222,371,149.2,2028.0,121.3,74.14,1022.75,20.71,441.25,11.74
20170221,369.25,150.35,2030.0,119.1,73.52,1026.25,20.8,436,11.57
20170217,368.25,147.8,2034.0,117.925,73.48,1032.5,20.3,441,11.49
20170216,373.5,146.3,2072.0,116.525,75.01,1043.75,20.36,447.75,11.76
20170215,378.75,144.5,2022.0,116.775,75.71,1061.25,20.48,454.75,11.97
20170214,374.25,143.65,1929.0,117.375,76.32,1045,20.47,449.5,10.74
20170213,375.5,144.25,1889.0,115.925,76.61,1054.25,20.0,452.25,11.07
20170210,374.5,145.75,1939.0,116.4,75.82,1059,20.42,449,10.85
20170209,369.5,145.2,1974.0,117.65,75.58,1050.5,20.65,443.5,10.88
20170208,370.75,142.9,1993.0,116.775,75.25,1058.75,20.76,432.5,11.45
20170207,368.5,142.6,2005.0,117.675,75.09,1042.75,20.72,430.75,11.29
20170206,363.75,144.2,2047.0,116.425,75.63,1036,21.18,422.5,11.37
20170203,365.25,146.25,2072.0,116.9,76.41,1027,21.11,430.25,10.97
20170202,367.5,145.95,2084.0,116.875,76.91,1037.25,20.55,434.5,11.93
20170201,368.25,150.15,2109.0,115.575,76.44,1036.75,20.84,433.75,11.81
20170131,359.75,149.55,2103.0,115.6,74.94,1024.5,20.45,420.75,11.99
20170130,357.75,151.15,2078.0,116.175,74.14,1022.75,20.31,414,11.88
20170127,362.5,152.4,2095.0,118.325,74.85,1049.25,20.33,420.5,10.58
20170126,363.75,151.45,2132.0,118.7,74.19,1049.5,20.36,427,10.63
20170125,366.25,152.9,2192.0,119.875,73.88,1055.25,20.34,424.5,10.81
20170124,363.25,152.35,2201.0,119.675,73.57,1058.5,20.58,426.75,11.07
20170123,369.5,155.4,2165.0,120.25,74.63,1057.75,20.64,433.25,11.77
20170120,369.75,153.2,2140.0,120.25,73.04,1067.5,20.18,428.25,11.54
20170119,366.25,150.75,2164.0,121.025,72.69,1070.25,20.18,423.5,12.78
20170118,365,149.2,2233.0,120.275,72.26,1075,20.98,431,12.48
20170117,365.5,149.9,2235.0,119.575,72.11,1069.25,20.73,433.5,11.87
20170113,358.5,149.3,2213.0,118.525,72.27,1042.5,20.52,426,11.23
20170112,358.25,149.6,2230.0,117.475,72.34,1032,20.76,426.25,11.54
20170111,357.25,149.0,2127.0,119.125,73.14,1003,20.56,418.75,11.26
20170110,358.25,147.7,2207.0,119.525,73.19,1005.5,20.48,426.75,11.49
20170109,360,144.2,2184.0,116.525,72.99,996.5,20.42,427.25,11.56
20170106,358,142.85,2261.0,114.825,73.99,986,20.75,423.25,11.32
20170105,361.25,143.75,2262.0,115.075,73.78,1003.5,20.78,426.25,11.67
20170104,359.75,141.8,2237.0,115.675,74.08,1006.25,20.89,418.5,11.85
20170103,355.75,137.4,2166.0,114.875,71.78,986.75,20.51,406.5,12.85
20161230,352,137.05,2126.0,119.0,70.65,996.5,19.51,408,14.04
20161229,349.75,135.45,2165.0,118.7,70.5,1003.25,19.49,404.75,13.37
20161228,348.25,133.5,2205.0,115.975,69.75,1006.75,18.99,401.5,12.95
20161227,355,134.2,2237.0,114.95,69.74,1014.75,18.54,409.5,11.99
20161223,345.75,136.15,2264.0,114.575,69.87,989,18.15,393.5,11.44
20161222,347.25,139.1,2189.0,114.0,70.2,994.5,18.16,397,11.43
20161221,347.25,144.55,2279.0,113.275,70.13,1006.75,18.2,399.5,11.27
20161220,350.25,143.85,2256.0,112.1,69.34,1005.25,18.25,403.25,11.45
20161219,353.25,141.2,2303.0,111.95,69.57,1021.5,18.23,405,11.71
20161216,356.25,138.2,2238.0,112.325,71.04,1036.75,18.22,409.25,12.2
20161215,356.5,138.3,2242.0,110.725,71.67,1029,18.56,409.25,12.79
20161214,351.75,140.25,2308.0,111.1,71.47,1023.75,18.03,391.5,13.19
20161213,356.25,138.9,2282.0,111.125,72.04,1028,18.6,398,12.72
20161212,354.5,138.05,2233.0,110.35,71.69,1031,19.25,401.25,12.64
20161209,352.5,135.55,2163.0,108.725,70.8,1037.5,19.24,400.25,11.75
20161208,346.5,137.6,2262.0,109.05,71.42,1027,19.45,390.75,12.64
20161207,350.5,137.9,2283.0,109.375,72.11,1049,19.63,386.25,12.22
20161206,351,137.95,2347.0,109.85,72.39,1047.75,19.51,389.5,11.79
20161205,349.5,140.2,2356.0,107.825,72.31,1043.5,18.94,389.25,12.14
20161202,337.5,141.2,2388.0,108.225,71.98,1027.5,19.12,387.5,14.12
20161201,331.75,141.8,2397.0,110.575,71.8,1029.75,19.36,371.5,14.07
20161130,336.75,147.5,2387.0,110.75,72.46,1032.25,19.81,380.5,13.33
20161129,336.75,149.9,2405.0,108.925,72.38,1042.5,19.66,384,12.9
20161128,348.5,153.0,2403.0,109.3,73.27,1056,19.94,389.5,13.15
20161125,349.25,152.3,2419.0,110.75,72.65,1046,19.84,395.75,12.34
20161123,350.75,154.65,2438.0,109.675,73.08,1034.25,19.58,401.5,12.43
20161122,351,157.25,2439.0,109.35,73.72,1030,19.75,407.25,12.41
20161121,349.75,158.65,2438.0,109.025,73.6,1020.25,20.35,410.25,12.42
20161118,345.5,157.85,2432.0,108.325,73.4,993.75,20.15,408,12.85
20161117,342,159.3,2426.0,108.225,73.38,989.5,20.22,403,13.35
20161116,338.5,161.25,2412.0,108.2,72.13,985.75,20.36,397,13.72
20161115,341.5,161.8,2378.0,105.475,70.69,989.5,21.15,399,13.37
20161114,337.25,161.8,2392.0,105.575,68.9,971,21.63,394,14.48
20161111,340.25,159.45,2453.0,105.6,68.44,978.5,21.7,403,14.17
20161110,343.5,161.85,2450.0,104.5,69.2,989,21.65,404.75,14.74
20161109,340.75,170.1,2474.0,103.475,68.29,982,22.11,406.75,14.38
20161108,354.25,167.5,2501.0,102.6,68.75,1001.75,21.97,415.25,18.74
20161107,346.25,174.35,2491.0,101.65,68.45,989.25,22.27,410,18.71
20161104,348.75,171.35,2581.0,102.725,68.53,981.5,21.73,414.25,22.51
20161103,348,165.65,2705.0,104.075,68.07,979.75,21.48,412,22.08
20161102,346.25,162.9,2709.0,105.375,68.6,976.75,21.7,417.75,19.32
20161101,349,161.45,2696.0,105.525,68.2,984.25,21.19,414.25,18.56
20161031,354.75,164.15,2735.0,103.1,68.86,1002.25,21.57,416.25,17.06
20161028,355,165.5,2756.0,104.2,70.82,1001.25,22.16,408.5,16.19
20161027,357.5,164.8,2732.0,104.125,69.76,1014.25,22.59,414.5,15.36
20161026,354,163.7,2769.0,103.05,69.26,1010,22.67,411.5,14.24
20161025,349.25,164.5,2735.0,102.725,68.49,990.75,22.93,404.25,13.46
20161024,348.25,157.9,2705.0,103.125,68.77,992,23.2,402.5,13.02
20161021,352.5,156.1,2725.0,101.15,69.07,983,22.71,414.5,13.34
20161020,351,155.9,2717.0,99.025,69.8,975.5,22.62,417,13.75
20161019,357.5,157.85,2724.0,96.025,71.1,981.5,22.95,420.25,14.41
20161018,353.75,158.75,2698.0,97.75,71.15,972.5,23.02,420,15.28
20161017,354,157.1,2690.0,97.275,71.19,978.25,23.16,423.75,16.21
20161014,354.25,155.4,2718.0,95.9,70.57,962.5,22.91,421,16.12
20161013,349.5,152.7,2696.0,94.45,69.31,956.25,22.92,416,16.69
20161012,337,152.1,2643.0,96.75,68.97,945.5,23.15,396.75,15.91
20161011,345.5,150.8,2665.0,97.5,67.14,954.25,23.29,407.25,15.36
20161010,343.25,152.85,2657.0,98.875,67.36,954.5,23.13,403.75,13.38
20161007,339.75,148.0,2785.0,101.875,67.19,956.75,23.42,394.75,13.48
20161006,340.5,146.4,2787.0,102.425,67.71,958.5,23.11,395.75,12.84
20161005,347.75,148.2,2836.0,102.85,68.03,956.75,23.81,405,12.99
20161004,348.25,147.45,2815.0,101.9,69.88,963.5,23.26,395.5,13.63
20161003,346,147.55,2793.0,98.925,68.73,973,22.67,395.5,13.57
20160930,336.75,151.55,2761.0,98.9,68.29,954,22.53,402,13.29
20160929,329.25,150.15,2728.0,101.9,67.95,950.25,22.76,399,14.02
20160928,329.25,153.1,2825.0,103.475,68.13,945.5,23.27,403.25,12.39
20160927,331.75,153.7,2868.0,103.825,69.39,952.5,23.02,404,13.1
20160926,329,153.55,2845.0,106.825,69.16,945.25,22.54,396,14.5
20160923,336.5,151.4,2852.0,107.275,69.08,955,22.13,404.75,12.29
20160922,336.75,155.25,2920.0,107.075,71.17,976.5,22.17,405.5,12.02
20160921,340,156.55,2877.0,108.55,71.81,975.5,22.2,407.75,13.3
20160920,340.5,155.5,2866.0,107.675,70.82,989.75,22.13,406,15.92
20160919,337.25,151.5,2872.0,107.9,68.98,972.5,22.1,404,15.53
20160916,337,147.1,2803.0,107.875,67.74,966,21.78,403.25,15.37
20160915,330,147.6,2872.0,106.95,68.38,950.5,20.48,399.5,16.3
20160914,322.25,147.8,2849.0,105.8,68.08,972,20.13,376.75,18.14
20160913,319.25,147.35,2822.0,104.675,67.2,968.25,20.43,374.75,17.85
20160912,329.25,149.7,2830.0,105.7,66.97,984.5,20.24,383.25,15.16
20160909,330,149.95,2794.0,104.4,68.88,997.25,19.99,376,17.5
20160908,327,153.7,2898.0,101.4,69.25,992,20.22,377,12.51
20160907,321,153.85,2934.0,102.425,69.53,991.75,20.29,375.25,11.94
20160906,316.75,152.45,2948.0,100.025,69.06,974.25,20.22,371,12.02
20160902,316.5,150.1,2923.0,101.6,67.51,968.5,20.18,373.25,11.98
20160901,311,150.1,2920.0,103.575,68.01,959,19.59,368.25,13.48
20160831,301.5,145.9,2921.0,111.95,65.32,960,20.06,361,13.42
20160830,304,144.75,2913.0,111.5,65.97,965.5,20.52,363.25,13.12
20160829,311.75,144.0,2945.0,110.75,66.69,983.25,20.67,370.5,12.94
20160826,316.25,143.9,3012.0,110.35,67.71,990.75,20.61,383.5,13.65
20160825,323.5,143.5,3025.0,112.475,67.75,998.25,20.55,401.25,13.63
20160824,327.5,142.15,3015.0,112.725,67.41,1030.75,20.22,404,13.45
20160823,328.5,145.3,3039.0,113.25,68.12,1034.25,20.73,407.75,12.38
20160822,333.25,144.1,2983.0,113.425,67.92,1035.25,20.42,415.25,12.27
20160819,334.25,138.8,3095.0,113.55,67.57,1027,19.77,427,11.34
20160818,332,138.15,3109.0,113.575,68.5,1032.25,19.98,427,11.43
20160817,330.25,135.05,3055.0,114.75,68.36,1030.5,19.72,426,12.19
20160816,327.5,137.4,3041.0,115.5,68.01,1019.5,20.26,423.5,12.64
20160815,326.5,136.95,3030.0,115.925,68.09,1023.75,19.98,422,11.81
20160812,322.25,136.85,2993.0,116.325,69.88,1003.25,19.71,422.5,11.55
20160811,321,137.7,3002.0,116.025,71.27,1022.25,19.6,416.25,11.68
20160810,322.5,138.65,3020.0,116.85,71.16,1017,19.64,421.75,12.05
20160809,322.25,141.1,2976.0,116.975,73.06,1022,20.39,417,11.66
20160808,325.25,141.1,3031.0,116.925,76.06,1018.75,20.55,417,11.5
20160805,324.25,142.5,3021.0,117.675,76.64,1003.75,20.35,416,11.39
20160804,320.75,142.1,2991.0,116.325,75.86,990.5,19.7,403.25,12.42
20160803,325,140.4,2993.0,116.75,73.84,990.5,19.04,410.25,12.86
20160802,324.25,141.25,2896.0,116.225,73.67,985.25,19.05,401.25,13.37
20160801,325.75,143.45,2926.0,115.925,74.17,996,18.81,406,12.44
20160729,334.5,146.2,2835.0,113.075,74.16,1032.5,19.05,407.75,11.87
20160728,331.25,142.15,2850.0,113.325,73.02,1003.5,18.8,410.25,12.72
20160727,335.75,141.2,2857.0,113.95,73.83,1010.5,19.1,414.75,12.83
20160726,332.5,141.6,2851.0,113.875,73.63,993.5,19.52,415,13.05
20160725,334.75,141.1,2854.0,112.95,72.12,983.75,19.89,429,12.87
20160722,335,141.9,2886.0,109.95,72.52,1006.5,19.59,425.25,12.02
20160721,334.25,146.85,2902.0,107.525,72.66,1032.5,19.56,417.75,12.74
20160720,337.5,147.0,2969.0,109.425,71.95,1027,19.28,413,11.77
20160719,341.75,144.65,2998.0,110.4,72.96,1044,19.36,418,11.97
20160718,357,147.8,3085.0,112.45,73.63,1078.25,19.37,429.5,12.44
20160715,352.25,145.7,3065.0,110.925,73.86,1072.5,19.31,424.75,12.67
20160714,362.25,150.3,3197.0,112.725,73.82,1111.5,19.91,421.75,12.82
20160713,365.75,146.2,3182.0,111.45,73.38,1128,19.48,426.25,13.04
20160712,349.75,145.95,3153.0,108.9,71.14,1107.25,19.72,424,13.55
20160711,343.75,147.95,3138.0,109.35,68.14,1082.75,20.28,416.25,13.54
20160708,349.75,142.75,3136.0,112.225,65.92,1089.75,19.57,420.75,13.2
20160707,335.5,140.45,3149.0,111.8,63.67,1054.25,19.73,412,14.76
20160706,335.75,141.95,3119.0,112.8,63.78,1106.25,20.57,415.75,14.96
20160705,344,144.2,3104.0,113.65,63.75,1117,20.87,419.5,15.58
20160701,353,144.85,3034.0,112.975,63.62,1168.75,20.78,416.25,14.77
20160630,358.75,144.1,3004.0,120.0,62.82,1175,20.15,431.25,15.63
20160629,372.75,142.85,3078.0,118.9,64.5,1144.5,20.82,429.5,16.64
20160628,385.25,138.9,3050.0,117.075,64.66,1150.5,19.81,443.75,18.75
20160627,385.25,134.5,3034.0,115.925,63.48,1133,19.48,446.75,23.85
20160624,384.5,134.35,3070.0,114.7,64.5,1103,19.0,454.75,25.76
20160623,387.25,139.25,3235.0,116.75,64.88,1124.5,19.04,454.25,17.25
20160622,393,136.95,3205.0,115.35,62.94,1137.5,19.04,458.75,21.17
20160621,396.25,138.5,3195.0,115.05,62.85,1133.25,19.24,458.5,18.48
20160620,421.25,139.5,3170.0,114.5,64.39,1143.5,19.69,473,18.37
20160617,437.75,140.75,3106.0,116.725,64.57,1159.5,19.76,481.25,19.41
20160616,425.25,139.5,3059.0,117.275,63.3,1134.5,19.68,472.5,19.37
20160615,429,138.2,3160.0,117.275,62.6,1156,19.76,477.5,20.14
20160614,436.5,135.1,3145.0,119.05,63.04,1169.5,19.34,485,20.5
20160613,430,137.3,3147.0,119.45,63.79,1169,19.54,491.25,20.97
20160610,423,136.95,3135.0,122.45,64.75,1178.25,19.7,495,17.03
20160609,426.5,133.95,3116.0,123.2,64.96,1176,19.74,510.25,14.64
20160608,431.25,139.65,3113.0,123.025,65.78,1177.75,19.61,519.5,14.08
20160607,427.75,132.2,3088.0,121.225,65.85,1141.25,19.0,509,14.05
20160606,427.25,131.7,3063.0,120.775,65.55,1138.25,18.78,507.5,13.65
20160603,418.25,127.1,3031.0,122.0,63.92,1132,18.75,497.25,13.47
20160602,415.25,123.0,3057.0,121.725,62.87,1144.25,18.08,485.5,13.63
20160601,413.75,121.9,3046.0,121.425,63.17,1099.75,17.41,473.75,14.2
20160531,404.75,121.55,3059.0,121.1,63.94,1078.5,17.49,464.5,14.19
20160527,412.75,121.3,3005.0,119.7,64.28,1086.5,17.52,481.5,13.12
20160526,408.25,121.5,2916.0,118.925,64.33,1079.75,17.42,481.25,13.43
20160525,404.75,121.4,2924.0,118.15,62.9,1085.5,17.16,466,13.9
20160524,397.5,121.8,2953.0,118.0,63.01,1054.75,16.61,464,14.42
20160523,397.75,122.15,2959.0,118.15,61.45,1058.5,16.8,462,15.82
20160520,394.5,124.7,2912.0,121.05,61.67,1074.25,17.07,467.75,15.2
20160519,390,123.95,2893.0,121.55,61.07,1071.5,16.7,468.75,16.33
20160518,399.5,129.3,2931.0,123.125,62.05,1075.25,16.81,480,15.95
20160517,397,131.85,2899.0,123.325,62.2,1080.25,16.82,481.75,15.57
20160516,394,132.7,2927.0,123.025,60.99,1064.5,16.89,474.75,14.68
20160513,382,128.8,2961.0,123.425,60.62,1055,16.74,465,15.04
20160512,385.25,128.2,3018.0,122.575,60.73,1064.5,16.98,458.5,14.41
20160511,374,127.9,3045.0,122.825,60.6,1069.75,16.77,449.5,14.69
20160510,378.5,126.9,3081.0,123.275,60.9,1076,16.02,451.5,13.63
20160509,367.75,125.15,3059.0,123.3,61.33,1018.75,15.88,447,14.57
20160506,376,123.45,3047.0,120.725,61.63,1026.25,15.74,453.25,14.72
20160505,371.75,120.9,3131.0,119.625,61.63,1003.5,15.84,453,15.91
20160504,373.25,119.1,3159.0,117.45,62.17,1024.5,16.65,460.5,16.05
20160503,378.25,118.6,3178.0,116.375,63.05,1021.5,16.25,459.75,15.6
20160502,390.25,119.1,3189.0,115.8,64.36,1035.5,16.21,477,14.68
20160429,390.25,120.85,3207.0,123.1,63.76,1021,16.16,478,15.7
20160428,387,120.4,3157.0,122.85,63.69,1018,15.32,475.5,15.22
20160427,380.75,121.05,3170.0,126.0,64.07,1019,15.55,474.25,13.77
20160426,382.25,125.25,3181.0,126.8,63.46,1017.75,15.77,479.75,13.96
20160425,377,123.1,3113.0,125.55,64.77,999.75,15.63,471.25,14.08
20160422,371.75,122.75,3137.0,124.725,63.08,987,15.26,467,13.22
20160421,384.5,123.55,3061.0,126.5,63.49,1018.75,15.58,495.75,13.95
20160420,394.75,127.15,3060.0,126.3,63.8,1009.75,15.57,504.25,13.28
20160419,384.5,125.85,3043.0,127.325,62.69,985.5,15.17,486.25,13.24
20160418,381,124.0,2995.0,128.475,62.15,954.25,15.35,472.75,13.35
20160415,378.5,122.95,2941.0,131.475,60.03,956,15.04,459.75,13.62
20160414,374,123.15,2953.0,131.75,60.64,948,14.13,459.75,13.72
20160413,373.5,121.75,2918.0,132.175,61.63,955.75,14.01,461.5,13.84
20160412,362.75,124.6,2932.0,133.525,61.51,936.25,14.07,452.5,14.85
20160411,356.75,123.35,2906.0,134.075,60.71,928.25,14.15,447.25,16.26
20160408,362.25,120.45,2872.0,134.375,60.07,916.75,14.69,460.25,15.36
20160407,361.5,119.8,2850.0,132.425,59.03,904.5,14.43,457,16.16
20160406,358,121.5,2900.0,132.075,58.75,908,14.62,463,14.09
20160405,356.75,120.9,2882.0,130.675,58.9,904.75,14.64,474,15.42
20160404,354.5,122.8,2871.0,133.2,58.96,913.5,14.64,474.75,14.12
20160401,354,127.25,2881.0,132.975,59.2,918.25,15.18,475.75,13.1
20160331,351.5,127.45,2950.0,132.925,58.44,910.75,15.35,473.5,13.95
20160330,367,127.0,2974.0,132.35,57.67,909,15.87,464,13.56
20160329,373,127.45,2970.0,134.85,57.38,916,15.86,476.75,13.82
20160328,370.5,128.55,2970.0,135.1,57.8,909,15.94,471,15.24
20160324,370,127.55,2962.0,135.85,57.72,910.5,15.87,463,14.74
20160323,368.5,131.1,2963.0,135.45,58.39,905.25,16.71,463,14.94
20160322,370,134.65,3035.0,136.425,58.37,910.25,16.58,466.75,14.17
20160321,369.5,131.55,3072.0,138.35,58.17,902,16.29,466.5,13.79
20160318,367,133.85,3118.0,139.825,57.16,897.5,15.97,463,14.02
20160317,368.5,132.0,3116.0,141.15,58.36,897.75,15.99,462.5,14.44
20160316,368.25,127.4,3040.0,141.55,58.32,894.5,15.47,470.75,14.99
20160315,368.5,124.1,2999.0,140.725,58.24,892,15.32,477.25,16.84
20160314,366.75,125.6,3043.0,139.3,58.29,888,15.42,471.5,16.92
20160311,366,124.4,3031.0,139.8,57.15,888,15.13,469.75,16.5
20160310,362.5,120.6,3031.0,138.3,56.83,881.75,14.82,471.5,18.05
20160309,359,120.85,3006.0,136.775,56.59,880,14.63,463.75,18.34
20160308,358.75,120.2,2954.0,137.125,58.21,877.5,14.86,461.25,18.67
20160307,355,118.65,2994.0,135.95,58.92,873.5,14.66,457.75,17.35
20160304,354.5,118.8,3001.0,136.35,58.93,870.5,14.83,454.75,16.86
20160303,353.75,115.6,2942.0,135.45,58.42,856.25,14.84,453.25,16.7
20160302,354.5,113.35,2940.0,136.3,58.04,854.25,14.67,442.75,17.09
20160301,353.75,112.5,2923.0,137.1,58.25,850.75,14.39,438.5,17.7
20160229,353.5,112.65,2949.0,139.5,58.01,853,14.56,445,20.55
20160226,354.5,113.0,2882.0,137.55,57.92,855,13.91,443.25,19.81
20160225,355.5,114.65,2939.0,137.875,58.16,859,14.24,445.25,19.11
20160224,359.75,115.05,2925.0,136.975,57.7,867.5,13.97,442.75,20.72
20160223,362,117.8,2872.0,136.95,58.17,869.25,14.0,448,20.98
20160222,367.5,119.85,2855.0,136.425,57.74,881,12.61,458.5,19.38
20160219,365.5,115.75,2836.0,135.375,60.01,878.25,12.52,461.75,20.53
20160218,365.5,114.15,2886.0,135.15,59.91,879.75,12.78,462.25,21.64
20160217,367.25,114.55,2878.0,134.1,59.87,882.5,13.16,468.5,22.31
20160216,363,114.9,2793.0,132.95,59.85,879.75,13.22,464.25,24.11
20160212,358.75,115.55,2827.0,129.95,58.9,872.75,13.15,457.5,25.4
20160211,360.25,113.0,2766.0,130.125,58.42,873.5,13.07,458.25,28.14
20160210,360.25,114.75,2825.0,132.475,58.88,862.25,13.38,461.25,26.29
20160209,361,114.75,2837.0,131.4,58.64,863.25,13.39,457.5,26.54
20160208,362.25,115.75,2858.0,133.05,59.6,862.5,13.45,458.5,26.0
20160205,365.75,120.4,2772.0,136.05,59.97,867.5,13.27,466.75,23.38
20160204,368.5,123.2,2764.0,137.075,60.23,874.5,12.89,472.75,21.84
20160203,371,121.55,2837.0,136.85,61.94,876.75,12.89,480,21.65
20160202,372.5,119.85,2761.0,135.725,62.3,886.25,12.99,475.25,21.98
20160201,371.25,117.75,2868.0,135.675,61.79,880.75,12.83,475.25,19.98
20160129,372,116.35,2761.0,135.3,61.13,882.25,13.14,479.25,20.2
20160128,365.5,119.15,2791.0,135.425,61.36,867.75,13.25,472.25,22.42
20160127,369.25,118.2,2764.0,135.725,60.86,883,13.58,476.5,23.11
20160126,369.25,116.7,2829.0,133.025,61.41,876.5,14.02,484.75,22.5
20160125,369.75,116.45,2819.0,131.425,61.6,880.5,14.1,481.5,24.15
20160122,370.25,116.0,2872.0,132.075,62.45,876.5,14.42,475.5,22.34
20160121,367,114.4,2855.0,130.25,62.09,878.5,14.45,475,26.69
20160120,368.75,111.6,2810.0,127.25,61.97,874,14.18,471.5,27.59
20160119,367.75,115.65,2934.0,129.3,62.47,883.5,14.75,474.5,26.05
20160115,363.25,114.9,2905.0,127.55,61.41,879,14.92,473.75,27.02
20160114,358,115.9,2857.0,130.55,61.9,896,14.88,468.75,23.95
20160113,358,114.8,2892.0,132.1,62.14,899,14.47,478,25.22
20160112,356.75,114.35,2860.0,131.6,61.59,890.75,14.05,481.25,22.47
20160111,351.75,114.45,2902.0,132.225,61.5,881,14.15,469,24.3
20160108,357,119.0,3017.0,132.875,61.4,879.5,14.46,478.5,27.01
20160107,353,118.45,2963.0,133.525,61.43,877,14.75,468.5,24.99
20160106,353.25,119.95,2981.0,136.525,62.0,875.75,14.42,462.75,20.59
20160105,353,123.0,3059.0,136.775,62.68,867.75,14.57,461.25,19.34
20160104,351.5,123.9,3124.0,136.425,62.61,864.5,14.97,458.25,20.7
20151231,358.75,126.7,3211.0,135.8,63.28,871.25,15.24,470,18.21
20151230,359,123.65,3229.0,133.0,63.97,875.5,15.15,469.75,17.29
20151229,362.5,121.45,3211.0,130.2,63.87,870,14.78,475.75,16.08
20151228,361,119.15,3194.0,130.85,63.97,865,14.76,466.5,16.91
20151224,364.5,119.7,3210.0,131.1,63.66,875.25,15.06,467.5,15.74
20151223,365.5,120.95,3260.0,128.6,62.77,881.75,15.15,469.5,15.57
